Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Latitude,Longtitude,Regional Manager
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,69.3,9,0,22.8690,17.980,36.778259,-119.417931,Susan
Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,22.62,2,0.7,15.0800,15.190,39.113014,-105.358887,Susan
Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,14.952,2,0.7,11.9616,12.600,39.113014,-105.358887,Susan
Standard Class,Corporate,United States,Parker,Colorado,80134,West,Furniture,Chairs,801.568,2,0.2,50.0980,12.060,39.113014,-105.358887,Susan
Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,2.376,3,0.7,1.9008,9.660,39.113014,-105.358887,Susan
Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Paper,32.792,1,0.2,11.8871,7.610,39.113014,-105.358887,Susan
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,15.92,5,0.2,5.3730,7.470,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,2.74,1,0,0.7398,7.290,33.247875,-83.441162,George
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,8.34,3,0,2.1684,6.290,33.247875,-83.441162,George
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,46.74,3,0,11.6850,4.790,33.247875,-83.441162,George
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,6354.95,5,0,3177.4750,4.560,33.247875,-83.441162,George
First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Furniture,Furnishings,126.3,3,0,40.4160,4.300,38.573936,-92.60376,Esther
First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Technology,Accessories,38.04,2,0,12.1728,4.190,38.573936,-92.60376,Esther
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,7.152,3,0.2,0.7152,3.090,40.367474,-82.996216,Nick
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,6.63,3,0,1.7901,2.880,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.88,2,0,1.7052,2.500,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Technology,Copiers,2999.95,5,0,1379.9770,1.960,46.96526,-109.533691,Susan
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,51.45,3,0,13.8915,1.600,46.96526,-109.533691,Susan
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Paper,11.96,2,0,5.3820,1.560,46.96526,-109.533691,Susan
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,1126.02,3,0,56.3010,1.180,46.96526,-109.533691,Susan
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,18.392,1,0.2,5.2877,0.940,31,-100,Esther
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,129.568,2,0.2,25.9136,0.830,31,-100,Esther
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,14.112,9,0.8,21.1680,0.220,31,-100,Esther
First Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Tables,210.98,2,0,21.0980,0.140,44.182205,-84.506836,Esther
First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,55.176,3,0.2,12.4146,282.090,36.778259,-119.417931,Susan
First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,66.26,2,0,27.1666,142.460,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,22.2,5,0,10.4340,68.650,42.407211,-71.382439,Nick
Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Chairs,683.952,3,0.2,42.7470,61.230,27.994402,-81.760254,George
Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,45.696,3,0.2,5.1408,53.370,27.994402,-81.760254,George
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,36.336,3,0.2,7.2672,50.320,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,666.248,1,0.2,149.9058,50.040,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,52.512,6,0.2,19.6920,46.080,41.203323,-77.194527,Nick
Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,190.72,1,0.2,11.9200,44.720,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,47.94,3,0,2.3970,44.300,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Technology,Phones,979.95,5,0,274.3860,43.890,32.31823,-86.902298,George
Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Binders,22.75,5,0,11.3750,38.960,32.31823,-86.902298,George
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,16.768,2,0.2,1.4672,37.230,34.048927,-111.093735,Susan
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,42.616,7,0.8,68.1856,31.130,40,-89,Esther
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.752,4,0.2,3.3600,28.360,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,152.94,3,0,41.2938,27.650,37.839333,-84.27002,George
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,283.92,4,0,70.9800,23.600,37.839333,-84.27002,George
First Class,Consumer,United States,Green Bay,Wisconsin,54302,Central,Technology,Accessories,468.9,6,0,206.3160,22.090,44.5,-89.5,Esther
First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,380.864,8,0.2,38.0864,19.680,34.048927,-111.093735,Susan
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,646.776,9,0.2,145.5246,19.370,40.367474,-82.996216,Nick
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,58.112,2,0.2,7.2640,17.830,31,-100,Esther
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Phones,100.792,1,0.2,6.2995,16.870,31,-100,Esther
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,66.112,4,0.6,84.2928,16.630,31,-100,Esther
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,41.28,6,0.2,13.9320,16.460,40.73061,-73.935242,Nick
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,13.36,2,0,6.4128,14.200,40.73061,-73.935242,Nick
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,250.272,9,0.2,15.6420,13.960,40,-89,Esther
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.364,3,0.8,17.0460,12.460,40,-89,Esther
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,8.72,5,0.2,1.7440,12.440,40,-89,Esther
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,1121.568,2,0.2,0.0000,11.610,36.778259,-119.417931,Susan
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,34.504,1,0.2,6.0382,10.980,27.994402,-81.760254,George
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,10.824,3,0.2,2.5707,10.440,31,-100,Esther
Second Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,1295.78,2,0,310.9872,10.300,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,19.456,4,0.2,3.4048,9.270,35.782169,-80.793457,George
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,20.7,2,0,9.9360,8.870,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,1335.68,4,0.2,217.0480,8.720,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,32.4,5,0,15.5520,8.190,36.778259,-119.417931,Susan
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,42.6,3,0,16.6140,7.790,36.778259,-119.417931,Susan
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,84.056,7,0.2,27.3182,7.680,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,13,5,0.2,1.3000,7.110,27.994402,-81.760254,George
Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,13.128,3,0.2,3.7743,7.010,27.994402,-81.760254,George
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,3.96,2,0,0.0000,6.750,47.751076,-120.740135,Susan
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,2.61,1,0,1.2006,6.280,47.751076,-120.740135,Susan
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,374.376,3,0.2,46.7970,5.430,36.778259,-119.417931,Susan
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,91.84,8,0,45.0016,4.990,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,81.088,7,0.2,27.3672,4.150,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0,9.3312,4.010,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,451.152,3,0.2,0.0000,3.870,47.751076,-120.740135,Susan
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,72.45,7,0,34.7760,3.600,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,13.96,4,0,6.4216,3.340,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.264,7,0.2,11.2266,3.280,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,14.85,3,0,4.0095,2.830,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Art,8.82,3,0,2.3814,2.090,47.751076,-120.740135,Susan
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,160.72,14,0,78.7528,1.950,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,19.92,4,0,9.7608,1.360,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,7.3,2,0,2.1900,1.280,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,69.712,2,0.2,8.7140,1.210,40,-89,Esther
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,8.792,1,0.6,5.7148,1.090,40,-89,Esther
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,51.52,4,0,1.5456,0.760,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,470.376,3,0.2,52.9173,0.270,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,105.584,2,0.2,9.2386,0.230,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,31.152,3,0.2,3.5046,81.540,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Binders,6.783,7,0.7,4.7481,5.600,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,406.368,4,0.2,30.4776,2.880,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,70.98,1,0,4.9686,1.720,37.839333,-84.27002,George
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,294.93,3,0,144.5157,1.320,37.839333,-84.27002,George
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Technology,Phones,84.784,2,0.2,20.1362,1.060,44,-120.5,Susan
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,20.736,4,0.2,7.2576,0.930,44,-120.5,Susan
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Binders,16.821,3,0.7,12.8961,137.670,44,-120.5,Susan
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,10.368,2,0.2,3.6288,89.160,44,-120.5,Susan
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,9.344,2,0.2,1.1680,67.380,31,-100,Esther
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,31.2,3,0.2,9.7500,63.480,31,-100,Esther
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Appliances,76.12,2,0,22.0748,49.340,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Copiers,1199.976,3,0.2,434.9913,46.420,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Phones,445.96,5,0.2,55.7450,39.680,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,327.76,8,0,91.7728,37.460,36.778259,-119.417931,Susan
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,11.632,2,0.2,1.0178,35.780,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,143.982,3,0.4,28.7964,34.380,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,494.376,4,0.4,115.3544,32.890,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,5.84,2,0.2,0.7300,28.430,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,142.776,1,0.2,17.8470,26.810,27.994402,-81.760254,George
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,45.696,3,0.2,5.1408,19.070,27.994402,-81.760254,George
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,7.218,3,0.7,5.5338,17.210,27.994402,-81.760254,George
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,43.188,4,0.7,31.6712,15.300,27.994402,-81.760254,George
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,131.904,3,0.2,47.8152,10.330,27.994402,-81.760254,George
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.282,2,0.7,2.6256,9.930,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,21.168,9,0.2,2.3814,9.850,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,55.188,2,0.4,10.1178,9.820,41.203323,-77.194527,Nick
First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,369.576,3,0.2,41.5773,8.400,31,-100,Esther
First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,15.712,4,0.2,5.6956,6.760,31,-100,Esther
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,8.448,2,0.2,2.6400,6.740,41.203323,-77.194527,Nick
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,728.946,9,0.4,157.9383,5.510,41.203323,-77.194527,Nick
Second Class,Consumer,United States,Grove City,Ohio,43123,East,Technology,Phones,119.94,10,0.4,15.9920,5.330,40.367474,-82.996216,Nick
Second Class,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,3.648,2,0.7,2.7968,4.880,40.367474,-82.996216,Nick
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,40.48,2,0,15.7872,4.830,40.73061,-73.935242,Nick
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,9.94,2,0,3.0814,4.290,40.73061,-73.935242,Nick
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,107.424,9,0.2,33.5700,4.250,40.73061,-73.935242,Nick
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,37.91,1,0,10.9939,4.240,40.73061,-73.935242,Nick
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,88.02,3,0,27.2862,4.010,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.69,5,0.8,14.7730,3.910,40,-89,Esther
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Chairs,301.96,2,0,87.5684,3.750,44.182205,-84.506836,Esther
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Appliances,555.21,5,0.1,178.9010,3.510,44.182205,-84.506836,Esther
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Storage,523.48,4,0,130.8700,3.440,44.182205,-84.506836,Esther
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Art,161.82,9,0,46.9278,2.860,44.182205,-84.506836,Esther
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,35.56,7,0,12.0904,2.650,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,97.16,2,0,28.1764,2.600,47.751076,-120.740135,Susan
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,15.24,5,0.2,5.1435,2.490,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,13.23,3,0,6.0858,2.070,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,243.384,3,0.2,51.7191,1.830,39.113014,-105.358887,Susan
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,119.8,5,0.2,29.9500,1.580,39.113014,-105.358887,Susan
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,300.768,4,0.2,30.0768,1.150,39.113014,-105.358887,Susan
Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,17.88,3,0.2,2.4585,0.930,27.994402,-81.760254,George
Second Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Labels,235.944,3,0.2,85.5297,0.860,27.994402,-81.760254,George
Second Class,Corporate,United States,Warner Robins,Georgia,31088,South,Furniture,Chairs,392.94,3,0,43.2234,0.850,33.247875,-83.441162,George
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,18.882,3,0.7,13.8468,0.800,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,122.328,3,0.2,12.2328,0.750,39.113014,-105.358887,Susan
Standard Class,Home Office,United States,Vallejo,California,94591,West,Furniture,Furnishings,1049.2,5,0,272.7920,122.330,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,Vallejo,California,94591,West,Office Supplies,Binders,15.424,4,0.2,5.0128,81.240,36.778259,-119.417931,Susan
Standard Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,18.84,3,0,6.0288,79.410,46.39241,-94.63623,Esther
Second Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Storage,330.4,2,0,85.9040,74.420,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Labels,26.25,7,0,12.6000,51.320,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Rochester Hills,Michigan,48307,Central,Technology,Accessories,132.52,4,0,54.3332,49.180,44.182205,-84.506836,Esther
Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,6.48,1,0,3.1752,48.870,39.833851,-74.871826,Nick
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,209.3,2,0,56.5110,42.120,40.273502,-86.126976,Esther
Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Fasteners,31.56,5,0.2,9.8625,38.320,34.048927,-111.093735,Susan
Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Appliances,30.144,2,0.2,3.0144,32.970,34.048927,-111.093735,Susan
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Furniture,Furnishings,14.8,4,0,6.0680,28.010,47.751076,-120.740135,Susan
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Phones,302.376,3,0.2,22.6782,24.450,47.751076,-120.740135,Susan
Second Class,Corporate,United States,Vancouver,Washington,98661,West,Technology,Accessories,316,4,0,31.6000,23.910,47.751076,-120.740135,Susan
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,379.4,10,0,178.3180,22.550,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,97.82,2,0,45.9754,16.500,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,103.12,8,0,10.3120,14.100,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,113.552,2,0.2,8.5164,13.240,40.367474,-82.996216,Nick
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.318,2,0.7,2.6544,11.990,40.367474,-82.996216,Nick
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,134.288,2,0.2,45.3222,10.440,40.367474,-82.996216,Nick
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,701.372,2,0.3,50.0980,5.530,40,-89,Esther
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.308,2,0.8,3.4620,5.230,40,-89,Esther
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,999.432,7,0.2,124.9290,3.140,31,-100,Esther
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,724.08,14,0.2,135.7650,3.140,31,-100,Esther
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Furniture,Tables,918.785,5,0.3,118.1295,2.750,31,-100,Esther
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,2.724,3,0.8,4.2222,2.370,31,-100,Esther
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,459.95,5,0,18.3980,2.370,40.73061,-73.935242,Nick
Same Day,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Fasteners,10.74,3,0,5.2626,2.060,37.839333,-84.27002,George
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,23.76,3,0.2,2.0790,1.880,31,-100,Esther
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,85.056,3,0.2,28.7064,0.870,31,-100,Esther
Second Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,381.576,3,0.2,28.6182,0.800,31,-100,Esther
First Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,30.36,5,0.2,8.7285,0.720,40.367474,-82.996216,Nick
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,23.976,3,0.6,14.3856,0.690,40,-89,Esther
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,108.925,1,0.5,71.8905,0.650,40,-89,Esther
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,36.352,8,0.2,11.3600,0.350,40,-89,Esther
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Art,19.56,5,0.2,1.7115,0.230,40,-89,Esther
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,61.44,3,0,16.5888,125.320,40.273502,-86.126976,Esther
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,38.9,5,0,17.5050,107.100,40.273502,-86.126976,Esther
First Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Accessories,99.39,3,0,40.7499,81.260,40.273502,-86.126976,Esther
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Appliances,2.688,3,0.8,7.3920,33.750,31,-100,Esther
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Technology,Accessories,27.816,3,0.2,4.5201,21.320,31,-100,Esther
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Furniture,Furnishings,82.524,3,0.6,41.2620,12.560,31,-100,Esther
Standard Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,182.994,3,0.8,320.2395,10.400,31,-100,Esther
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.352,3,0.2,4.6644,10.070,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,64.96,2,0,2.5984,8.430,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,68.6,4,0,18.5220,8.410,40.73061,-73.935242,Nick
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Technology,Machines,7999.98,4,0.5,3839.9904,8.340,35.782169,-80.793457,George
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Appliances,167.44,2,0.2,14.6510,8.170,35.782169,-80.793457,George
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Accessories,479.97,3,0,163.1898,7.740,33,-90,George
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Labels,14.62,2,0,6.8714,7.460,33,-90,George
First Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,19.44,3,0,9.3312,5.910,33,-90,George
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,191.984,2,0.2,4.7996,5.160,40.73061,-73.935242,Nick
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,104.01,1,0,14.5614,5.110,37.926868,-78.024902,George
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,284.82,1,0,74.0532,3.570,37.926868,-78.024902,George
Second Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Storage,36.84,3,0,10.3152,0.800,37.926868,-78.024902,George
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Accessories,166.24,1,0,24.9360,0.540,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,33.4,5,0,16.0320,6.640,36.778259,-119.417931,Susan
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,198.272,8,0.2,17.3488,4.990,41.203323,-77.194527,Nick
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,47.36,4,0.2,17.7600,3.340,41.203323,-77.194527,Nick
